unix,date,symbol,open,high,low,close,Volume ETH,Volume USD
1594072800,6/7/2020 22:00,ETH/USD,238.88,239.74,238.2,239.59,237725.09,994.33
1594069200,6/7/2020 21:00,ETH/USD,238.44,239.85,238.44,238.88,205679.6,860.46
1594065600,6/7/2020 20:00,ETH/USD,238.42,238.7,237.39,238.44,290821.99,1221.66
1594062000,6/7/2020 19:00,ETH/USD,238.86,238.93,237.91,238.42,662450.43,2779.18
1594058400,6/7/2020 18:00,ETH/USD,239.7,240.07,238.63,238.86,656158.16,2744.12
1594054800,6/7/2020 17:00,ETH/USD,239.4,239.94,238.88,239.7,389507.81,1626.48
1594051200,6/7/2020 16:00,ETH/USD,238.67,240.94,238.23,239.4,1273909.55,5331.76
1594047600,6/7/2020 15:00,ETH/USD,236.12,238.97,235.26,238.67,819520.31,3458.37
1594044000,6/7/2020 14:00,ETH/USD,236.91,237.13,235.41,236.12,432639.79,1832.73
1594040400,6/7/2020 13:00,ETH/USD,237.17,237.42,236.33,236.91,524146.16,2212.46
1594036800,6/7/2020 12:00,ETH/USD,235.89,237.62,234.61,237.17,763582.93,3233.12
1594033200,6/7/2020 11:00,ETH/USD,233.34,236.1,233.34,235.89,1084170.51,4610.55
1594029600,6/7/2020 10:00,ETH/USD,234,234.38,232.96,233.34,340645.23,1457.84
1594026000,6/7/2020 9:00,ETH/USD,233.33,234,232.59,234,272221.38,1166.68
1594022400,6/7/2020 8:00,ETH/USD,232.7,233.46,232.51,233.33,363432.96,1559.97
1594018800,6/7/2020 7:00,ETH/USD,232.53,234.07,232.06,232.7,986541.15,4233.98
1594015200,6/7/2020 6:00,ETH/USD,228.9,233.16,228.77,232.53,819119.62,3535.53
1594011600,6/7/2020 5:00,ETH/USD,228.05,228.9,227.84,228.9,107526.21,470.59
1594008000,6/7/2020 4:00,ETH/USD,228.06,228.32,227.75,228.05,51967.31,227.87
1594004400,6/7/2020 3:00,ETH/USD,228.02,228.11,227.54,228.06,42136.98,184.92
1594000800,6/7/2020 2:00,ETH/USD,228.04,228.85,227.93,228.02,157420.87,689.08
1593997200,6/7/2020 1:00,ETH/USD,227.09,228.19,227.09,228.04,122250.62,537.35
1593993600,6/7/2020 0:00,ETH/USD,227.78,228.31,227.06,227.09,75514.15,331.96
1593990000,5/7/2020 23:00,ETH/USD,227.42,228.32,227.13,227.78,203874.26,895.26
1593986400,5/7/2020 22:00,ETH/USD,226.16,228.1,226.16,227.42,244538.46,1074.85
1593982800,5/7/2020 21:00,ETH/USD,224.89,227.01,223.47,226.16,334035.39,1485.75
1593979200,5/7/2020 20:00,ETH/USD,225.17,225.55,224.89,224.89,62577.34,277.88
1593975600,5/7/2020 19:00,ETH/USD,225.6,225.9,225.17,225.17,39178.21,173.66
1593972000,5/7/2020 18:00,ETH/USD,225.03,225.6,224.92,225.6,8549.19,37.95
1593968400,5/7/2020 17:00,ETH/USD,225.01,225.45,224.91,225.03,9171.46,40.72
1593964800,5/7/2020 16:00,ETH/USD,224.97,225.7,224.72,225.01,123388.92,548.38
1593961200,5/7/2020 15:00,ETH/USD,225.33,226.23,224.91,224.97,252442.2,1119.21
1593957600,5/7/2020 14:00,ETH/USD,224.83,225.44,224.67,225.33,47182.62,209.69
1593954000,5/7/2020 13:00,ETH/USD,225.58,225.58,224.6,224.83,80858.38,359.3
1593950400,5/7/2020 12:00,ETH/USD,225.27,225.58,224.32,225.58,195179.6,867.6
1593946800,5/7/2020 11:00,ETH/USD,225.08,225.69,225.06,225.27,135480.49,600.97
1593943200,5/7/2020 10:00,ETH/USD,224.53,225.51,223.27,225.08,317382.79,1410.92
1593939600,5/7/2020 9:00,ETH/USD,226.8,226.9,223.75,224.53,659298.69,2927.82
1593936000,5/7/2020 8:00,ETH/USD,226.78,227.15,226.36,226.8,167437.58,738.89
1593932400,5/7/2020 7:00,ETH/USD,226.68,227.03,226.33,226.78,151865.83,670.22
1593928800,5/7/2020 6:00,ETH/USD,226.65,227.14,226.4,226.68,60197.27,265.37
1593925200,5/7/2020 5:00,ETH/USD,228.25,228.29,226.29,226.65,393780.6,1730.99
1593921600,5/7/2020 4:00,ETH/USD,228.31,228.37,227.82,228.25,27407.57,120.15
1593918000,5/7/2020 3:00,ETH/USD,227.99,228.35,227.59,228.31,119949.25,525.93
1593914400,5/7/2020 2:00,ETH/USD,228.85,229.11,227.74,227.99,43721.24,191.51
1593910800,5/7/2020 1:00,ETH/USD,229.21,229.34,228.83,228.85,48254.29,210.7
1593907200,5/7/2020 0:00,ETH/USD,229.2,229.89,229.18,229.21,141150.95,615.1
1593903600,4/7/2020 23:00,ETH/USD,229.04,229.2,228.52,229.2,57400.53,250.66
1593900000,4/7/2020 22:00,ETH/USD,228.84,229.11,228.41,229.04,41825.88,182.74
1593896400,4/7/2020 21:00,ETH/USD,229.03,229.31,228.41,228.84,99505.51,434.99
1593892800,4/7/2020 20:00,ETH/USD,229.02,229.5,228.96,229.03,72111.48,314.49
1593889200,4/7/2020 19:00,ETH/USD,228.88,229.13,228.38,229.02,54870.9,239.84
1593885600,4/7/2020 18:00,ETH/USD,230.02,230.55,228.47,228.88,662801.8,2889.19
1593882000,4/7/2020 17:00,ETH/USD,225.8,230.95,225.69,230.02,859760.85,3765.01
1593878400,4/7/2020 16:00,ETH/USD,226,226.06,225.57,225.8,174393.96,772.58
1593874800,4/7/2020 15:00,ETH/USD,225.98,226.11,225.23,226,171890.65,761.4
1593871200,4/7/2020 14:00,ETH/USD,226.42,226.69,225.79,225.98,151001.39,667.82
1593867600,4/7/2020 13:00,ETH/USD,226.37,226.5,226.07,226.42,82238.11,363.22
1593864000,4/7/2020 12:00,ETH/USD,225.67,226.42,225.34,226.37,178813.81,791.05
1593860400,4/7/2020 11:00,ETH/USD,225.75,226.13,225.57,225.67,98961.63,438.19
1593856800,4/7/2020 10:00,ETH/USD,226.19,226.19,225.41,225.75,118703.55,525.7
1593853200,4/7/2020 9:00,ETH/USD,226.27,226.51,226,226.19,243781.99,1077.68
1593849600,4/7/2020 8:00,ETH/USD,226.12,226.61,225.98,226.27,170282.56,752.56
1593846000,4/7/2020 7:00,ETH/USD,226.23,226.5,225.83,226.12,32596.14,144.15
1593842400,4/7/2020 6:00,ETH/USD,226.5,226.61,226.05,226.23,60676.8,268.26
1593838800,4/7/2020 5:00,ETH/USD,226.06,226.53,225.88,226.5,98777.06,436.82
1593835200,4/7/2020 4:00,ETH/USD,226.08,226.3,225.92,226.06,40997.08,181.36
1593831600,4/7/2020 3:00,ETH/USD,226.44,226.87,226.08,226.08,101313.3,447.43
1593828000,4/7/2020 2:00,ETH/USD,225.27,226.77,225.15,226.44,260863.57,1153.56
1593824400,4/7/2020 1:00,ETH/USD,225.01,225.51,224.85,225.27,99680.41,442.54
1593820800,4/7/2020 0:00,ETH/USD,225.24,225.77,224.53,225.01,163602.49,725.87
1593817200,3/7/2020 23:00,ETH/USD,226.01,226.13,224.2,225.24,402044.48,1786.25
1593813600,3/7/2020 22:00,ETH/USD,226.75,226.75,226,226.01,98219.7,434.12
1593810000,3/7/2020 21:00,ETH/USD,226.97,226.98,226.25,226.75,72881.79,321.45
1593806400,3/7/2020 20:00,ETH/USD,226.3,226.97,225.97,226.97,10339.6,45.71
1593802800,3/7/2020 19:00,ETH/USD,226.19,226.35,225.69,226.3,26024.89,115.08
1593799200,3/7/2020 18:00,ETH/USD,226.44,227.07,226.19,226.19,231303.87,1021.44
1593795600,3/7/2020 17:00,ETH/USD,226.87,227.3,226.42,226.44,48194.97,212.5
1593792000,3/7/2020 16:00,ETH/USD,227.07,227.56,226.62,226.87,34221.09,150.7
1593788400,3/7/2020 15:00,ETH/USD,226.97,227.31,226.52,227.07,265498.12,1171
1593784800,3/7/2020 14:00,ETH/USD,227.17,227.44,226.38,226.97,117105.41,516.26
1593781200,3/7/2020 13:00,ETH/USD,227.41,228.26,227.09,227.17,238988.75,1049.32
1593777600,3/7/2020 12:00,ETH/USD,227.08,227.77,226.75,227.41,246038.15,1082.96
1593774000,3/7/2020 11:00,ETH/USD,226.57,227.18,226.24,227.08,85666.13,377.94
1593770400,3/7/2020 10:00,ETH/USD,226.44,226.74,225.72,226.57,144012.55,637.05
1593766800,3/7/2020 9:00,ETH/USD,227.1,227.6,225.46,226.44,310382.02,1370.19
1593763200,3/7/2020 8:00,ETH/USD,227.15,228.19,226.74,227.1,268210.08,1179.81
1593759600,3/7/2020 7:00,ETH/USD,226.61,227.5,226.5,227.15,213572.36,940.87
1593756000,3/7/2020 6:00,ETH/USD,227.17,227.5,226.61,226.61,99701.18,439.04
1593752400,3/7/2020 5:00,ETH/USD,226.61,227.38,226.27,227.17,180096.41,794.15
1593748800,3/7/2020 4:00,ETH/USD,226.31,226.61,225.71,226.61,62361.13,275.86
1593745200,3/7/2020 3:00,ETH/USD,226.62,227.03,226.01,226.31,139041.57,613.92
1593741600,3/7/2020 2:00,ETH/USD,227.61,227.61,226.4,226.62,110290.95,485.92
1593738000,3/7/2020 1:00,ETH/USD,226.21,228.19,226.11,227.61,241959.97,1063.97
1593734400,3/7/2020 0:00,ETH/USD,226.53,226.53,225.41,226.21,61745,273.23
1593730800,2/7/2020 23:00,ETH/USD,227.07,227.45,226.25,226.53,116992.55,515.65
1593727200,2/7/2020 22:00,ETH/USD,227.33,228.1,226.42,227.07,172532,758.44
1593723600,2/7/2020 21:00,ETH/USD,226.16,228.27,225.77,227.33,211058.3,930.72
1593720000,2/7/2020 20:00,ETH/USD,225.6,226.49,225,226.16,47403.79,209.89
1593716400,2/7/2020 19:00,ETH/USD,226.37,226.39,224.98,225.6,202411.28,896.81
1593712800,2/7/2020 18:00,ETH/USD,225.78,226.69,224.64,226.37,163778.08,725.71
1593709200,2/7/2020 17:00,ETH/USD,225.98,226.37,223.32,225.78,686812.06,3050.23
1593705600,2/7/2020 16:00,ETH/USD,225.16,225.98,222.88,225.98,1204394.56,5360.48
1593702000,2/7/2020 15:00,ETH/USD,228.95,228.96,225,225.16,1406178.56,6212.55
1593698400,2/7/2020 14:00,ETH/USD,230.4,230.95,228.85,228.95,533642.15,2322.25
1593694800,2/7/2020 13:00,ETH/USD,229.61,231.31,229.17,230.4,493232.78,2145.23
1593691200,2/7/2020 12:00,ETH/USD,227.84,229.75,227.55,229.61,172405.44,755.57
1593687600,2/7/2020 11:00,ETH/USD,228.51,228.65,226.81,227.84,366751.21,1611.67
1593684000,2/7/2020 10:00,ETH/USD,228.99,228.99,227.66,228.51,142231.99,623.46
1593680400,2/7/2020 9:00,ETH/USD,229.01,229.52,228.55,228.99,208986.37,912.74
1593676800,2/7/2020 8:00,ETH/USD,228.76,229.22,227.79,229.01,384066.33,1683.66
1593673200,2/7/2020 7:00,ETH/USD,228.38,229.14,228.03,228.76,236579.42,1034.67
1593669600,2/7/2020 6:00,ETH/USD,228.5,229.12,227.64,228.38,653605.57,2861.92
1593666000,2/7/2020 5:00,ETH/USD,231.18,231.84,228.23,228.5,445206,1937.22
1593662400,2/7/2020 4:00,ETH/USD,231.1,231.64,230.88,231.18,92143.37,398.47
1593658800,2/7/2020 3:00,ETH/USD,231.08,231.49,230.97,231.1,51995,224.87
1593655200,2/7/2020 2:00,ETH/USD,231.54,232.19,231.08,231.08,78941.14,340.61
1593651600,2/7/2020 1:00,ETH/USD,230.73,231.69,230.64,231.54,111127.45,480.52
1593648000,2/7/2020 0:00,ETH/USD,231.05,231.57,230.62,230.73,232084.39,1004.25
1593644400,1/7/2020 23:00,ETH/USD,231.16,231.8,230.63,231.05,134017.32,579.63
1593640800,1/7/2020 22:00,ETH/USD,231.08,231.59,230.35,231.16,163184.71,706.6
1593637200,1/7/2020 21:00,ETH/USD,231.37,231.92,230.92,231.08,389158.83,1681.85
1593633600,1/7/2020 20:00,ETH/USD,231.14,232.41,230.99,231.37,213148.66,919.3
1593630000,1/7/2020 19:00,ETH/USD,231.64,232.27,230.9,231.14,169766.17,732.67
1593626400,1/7/2020 18:00,ETH/USD,232.46,232.78,231.48,231.64,1011334.12,4354.12
1593622800,1/7/2020 17:00,ETH/USD,231.14,232.8,231.14,232.46,331623.23,1427.47
1593619200,1/7/2020 16:00,ETH/USD,229.64,232.03,228.95,231.14,1169678.76,5066.52
1593615600,1/7/2020 15:00,ETH/USD,228.75,229.65,228.61,229.64,197959.07,863.77
1593612000,1/7/2020 14:00,ETH/USD,228.5,229.5,228.49,228.75,333416.33,1455.61
1593608400,1/7/2020 13:00,ETH/USD,227.68,229.34,227.17,228.5,1084677.81,4751.25
1593604800,1/7/2020 12:00,ETH/USD,227.73,227.75,226.78,227.68,401837.53,1768.55
1593601200,1/7/2020 11:00,ETH/USD,227.32,227.73,226.64,227.73,254972.1,1123.02
1593597600,1/7/2020 10:00,ETH/USD,227.55,228.28,227.26,227.32,262831.47,1154.79
1593594000,1/7/2020 9:00,ETH/USD,227.86,228.62,227.16,227.55,202192.77,887.6
1593590400,1/7/2020 8:00,ETH/USD,225.55,228.95,225.55,227.86,661769.42,2903.15
1593586800,1/7/2020 7:00,ETH/USD,225.16,226.33,225.16,225.55,244725.65,1084.37
1593583200,1/7/2020 6:00,ETH/USD,225.66,225.66,224.97,225.16,247388.08,1098.3
1593579600,1/7/2020 5:00,ETH/USD,225.65,226.05,225.44,225.66,53117.97,235.29
1593576000,1/7/2020 4:00,ETH/USD,225.27,226.03,225.27,225.65,266912.04,1182.41
1593572400,1/7/2020 3:00,ETH/USD,225.33,225.72,224.4,225.27,228429.39,1014.73
1593568800,1/7/2020 2:00,ETH/USD,224.86,225.9,224.56,225.33,251081.45,1114.4
1593565200,1/7/2020 1:00,ETH/USD,225.02,225.19,224.43,224.86,41971.9,186.76
1593561600,1/7/2020 0:00,ETH/USD,225.62,225.62,223.99,225.02,427542.59,1902.42
1593558000,30/6/2020 23:00,ETH/USD,225.04,226.05,225.04,225.62,40342.52,178.72
1593554400,30/6/2020 22:00,ETH/USD,226.1,226.1,224.8,225.04,61366.55,272.3
1593550800,30/6/2020 21:00,ETH/USD,225.59,226.48,225.45,226.1,242476.89,1073.01
1593547200,30/6/2020 20:00,ETH/USD,224.93,225.82,224.88,225.59,72298.78,320.98
1593543600,30/6/2020 19:00,ETH/USD,224.88,225.8,224.33,224.93,91299.81,405.56
1593540000,30/6/2020 18:00,ETH/USD,225.27,225.64,224.75,224.88,77746.25,345.35
1593536400,30/6/2020 17:00,ETH/USD,225.97,226.03,224.67,225.27,107985.54,479.37
1593532800,30/6/2020 16:00,ETH/USD,226.24,226.58,225.32,225.97,128162.38,567.25
1593529200,30/6/2020 15:00,ETH/USD,226.36,226.65,225.63,226.24,136155.91,601.78
1593525600,30/6/2020 14:00,ETH/USD,224.57,226.89,224.57,226.36,205462.09,910.05
1593522000,30/6/2020 13:00,ETH/USD,224.83,225.26,222.79,224.57,820178.29,3664.19
1593518400,30/6/2020 12:00,ETH/USD,227.54,227.54,224,224.83,575900.52,2559.98
1593514800,30/6/2020 11:00,ETH/USD,227,227.68,226.48,227.54,718652.37,3165.29
1593511200,30/6/2020 10:00,ETH/USD,226.81,227.4,226.68,227,211539.6,931.51
1593507600,30/6/2020 9:00,ETH/USD,226,227.52,226,226.81,559114.15,2460.72
1593504000,30/6/2020 8:00,ETH/USD,226.43,226.45,225.89,226,373210.18,1649.98
1593500400,30/6/2020 7:00,ETH/USD,227.22,227.27,226.12,226.43,735762.81,3249.47
1593496800,30/6/2020 6:00,ETH/USD,225.89,227.22,225.89,227.22,58810.52,259.71
1593493200,30/6/2020 5:00,ETH/USD,226.33,226.55,225.74,225.89,157023.22,693.68
1593489600,30/6/2020 4:00,ETH/USD,227.08,227.54,226.33,226.33,87076.63,383.63
1593486000,30/6/2020 3:00,ETH/USD,227.41,227.7,226.89,227.08,26744.51,117.62
1593482400,30/6/2020 2:00,ETH/USD,228,228.28,227.22,227.41,13594.22,59.69
1593478800,30/6/2020 1:00,ETH/USD,227.73,228.24,226.65,228,66633.57,293.29
1593475200,30/6/2020 0:00,ETH/USD,227.87,228.62,227.29,227.73,70353.46,308.78
1593471600,29/6/2020 23:00,ETH/USD,228.06,228.44,227.27,227.87,39960.84,175.56
1593468000,29/6/2020 22:00,ETH/USD,228.46,229.98,227.63,228.06,553924.12,2420.62
1593464400,29/6/2020 21:00,ETH/USD,227.51,229.22,227.51,228.46,639778.76,2797.92
1593460800,29/6/2020 20:00,ETH/USD,225.87,228.03,225.87,227.51,826427.25,3640.28
1593457200,29/6/2020 19:00,ETH/USD,225.79,226.35,225.53,225.87,100532,445.02
1593453600,29/6/2020 18:00,ETH/USD,226.17,227.08,225.55,225.79,248889.19,1099.33
1593450000,29/6/2020 17:00,ETH/USD,223.74,226.3,223.74,226.17,247594.24,1098.41
1593446400,29/6/2020 16:00,ETH/USD,223.85,224.7,223.26,223.74,130616.67,582.77
1593442800,29/6/2020 15:00,ETH/USD,222.41,224.17,222.27,223.85,494557.75,2216.3
1593439200,29/6/2020 14:00,ETH/USD,222.13,223.5,222.13,222.41,198850.1,892.37
1593435600,29/6/2020 13:00,ETH/USD,224.33,224.33,221.5,222.13,1080753.68,4863.47
1593432000,29/6/2020 12:00,ETH/USD,223.24,224.89,222.55,224.33,999406.91,4468.65
1593428400,29/6/2020 11:00,ETH/USD,223.02,223.3,222.38,223.24,137678.31,617.9
1593424800,29/6/2020 10:00,ETH/USD,223.89,223.95,222.61,223.02,221830.68,994.13
1593421200,29/6/2020 9:00,ETH/USD,222.86,224.38,222.25,223.89,145855.71,653.36
1593417600,29/6/2020 8:00,ETH/USD,222.5,222.88,220.92,222.86,558915.99,2520.81
1593414000,29/6/2020 7:00,ETH/USD,223.13,223.35,222.21,222.5,390121,1750.71
1593410400,29/6/2020 6:00,ETH/USD,225.19,225.19,222.96,223.13,387566.97,1732
1593406800,29/6/2020 5:00,ETH/USD,224.67,225.83,224.2,225.19,203964.62,906.18
1593403200,29/6/2020 4:00,ETH/USD,224.29,225,223.97,224.67,102043.26,454.57
1593399600,29/6/2020 3:00,ETH/USD,225.3,225.3,223.84,224.29,334042.92,1489.44
1593396000,29/6/2020 2:00,ETH/USD,226.5,226.61,225.09,225.3,121216.23,537.22
1593392400,29/6/2020 1:00,ETH/USD,224.73,226.5,224.73,226.5,269759.76,1194.62
1593388800,29/6/2020 0:00,ETH/USD,224.94,225.33,224.04,224.73,113886.33,507.22
1593385200,28/6/2020 23:00,ETH/USD,224.53,225.71,224,224.94,507936.85,2259.07
1593381600,28/6/2020 22:00,ETH/USD,225.44,225.44,223.72,224.53,97803.9,436.02
1593378000,28/6/2020 21:00,ETH/USD,224.89,225.48,224.42,225.44,142193.48,631.96
1593374400,28/6/2020 20:00,ETH/USD,223.9,225.39,222.64,224.89,614430.45,2743.93
1593370800,28/6/2020 19:00,ETH/USD,226.92,227.32,223.89,223.9,448695.14,1990.93
1593367200,28/6/2020 18:00,ETH/USD,227.02,227.17,226.32,226.92,99335.08,437.85
1593363600,28/6/2020 17:00,ETH/USD,226.03,227.02,225.22,227.02,126128.45,558.51
1593360000,28/6/2020 16:00,ETH/USD,225.89,227.8,225.77,226.03,321343.57,1417.53
1593356400,28/6/2020 15:00,ETH/USD,226.14,226.18,225.1,225.89,473366.22,2099.67
1593352800,28/6/2020 14:00,ETH/USD,222.97,226.5,222.97,226.14,639469.97,2843.23
1593349200,28/6/2020 13:00,ETH/USD,222.94,223.39,222.49,222.97,40619.39,182.18
1593345600,28/6/2020 12:00,ETH/USD,222.99,223.54,222,222.94,188724.59,847.83
1593342000,28/6/2020 11:00,ETH/USD,222.5,224.53,222.5,222.99,291973.53,1307.85
1593338400,28/6/2020 10:00,ETH/USD,223.16,223.53,222.5,222.5,82409.71,369.64
1593334800,28/6/2020 9:00,ETH/USD,221.42,223.73,221.15,223.16,298208.13,1338.99
1593331200,28/6/2020 8:00,ETH/USD,220.43,222.09,219.83,221.42,399869.42,1810.36
1593327600,28/6/2020 7:00,ETH/USD,220.23,220.62,219.6,220.43,111862.02,508.54
