unix,date,symbol,open,high,low,close,Volume BCH,Volume USD
1613599200,17/2/2021 22:00,BCH/USD,726,726.41,713.37,714.36,465.0495355,332212.7862
1613595600,17/2/2021 21:00,BCH/USD,716.95,727.51,715.29,725.94,914.8967138,664160.1204
1613592000,17/2/2021 20:00,BCH/USD,716.76,718.12,713.94,716.73,563.141149,403620.1557
1613588400,17/2/2021 19:00,BCH/USD,712.26,718.62,711.26,716.48,381.2573277,273163.2502
1613584800,17/2/2021 18:00,BCH/USD,713.3,714.12,709.19,712.02,235.0391752,167352.5935
1613581200,17/2/2021 17:00,BCH/USD,715.73,718.46,709.99,713.26,281.8590178,201038.7631
1613577600,17/2/2021 16:00,BCH/USD,717.04,721.74,707.17,715.52,537.3554656,384488.5828
1613574000,17/2/2021 15:00,BCH/USD,719.61,725.31,709.5,715.5,670.517453,479755.2376
1613570400,17/2/2021 14:00,BCH/USD,716.48,720.47,711.5,720,516.1147121,371602.5927
1613566800,17/2/2021 13:00,BCH/USD,715.11,717.66,707.45,717.36,395.4952596,283712.4795
1613563200,17/2/2021 12:00,BCH/USD,713.51,725,704.34,715.63,621.8148227,444989.3416
1613559600,17/2/2021 11:00,BCH/USD,718.55,721.39,712.2,713.12,1153.960103,822912.0283
1613556000,17/2/2021 10:00,BCH/USD,716.8,725.22,714.18,717.87,664.6821715,477155.3905
1613552400,17/2/2021 9:00,BCH/USD,709.29,719.59,704.44,717.16,566.0828102,405971.9481
1613548800,17/2/2021 8:00,BCH/USD,714.97,715.1,704.5,708.02,404.3662986,286299.4267
1613545200,17/2/2021 7:00,BCH/USD,694.39,713.02,693.54,713.02,670.1925907,477860.721
1613541600,17/2/2021 6:00,BCH/USD,690.32,700.95,688.11,694.24,634.5682606,440542.6692
1613538000,17/2/2021 5:00,BCH/USD,677.8,690.82,676.19,689.97,569.4572951,392908.4499
1613534400,17/2/2021 4:00,BCH/USD,690.93,693.42,674.04,678.83,605.8472679,411267.3008
1613530800,17/2/2021 3:00,BCH/USD,699.66,699.66,685.33,689.39,381.7145573,263150.1986
1613527200,17/2/2021 2:00,BCH/USD,698.19,707.86,696.09,699.37,497.4112996,347874.5406
1613523600,17/2/2021 1:00,BCH/USD,695.28,703.27,692.72,695.62,197.581833,137441.8747
1613520000,17/2/2021 0:00,BCH/USD,706.13,721.77,693.76,695.12,782.5692016,543979.5034
1613516400,16/2/2021 23:00,BCH/USD,699.65,710.48,699.04,705.47,569.4235321,401711.2192
1613512800,16/2/2021 22:00,BCH/USD,683,706,682.45,699.99,334.9010145,234427.3611
1613509200,16/2/2021 21:00,BCH/USD,691.86,691.86,677.02,683.89,485.4661094,332005.4176
1613505600,16/2/2021 20:00,BCH/USD,691.89,693.02,682.59,690.06,413.3392155,285228.8591
1613502000,16/2/2021 19:00,BCH/USD,692.18,694.55,686.43,692.73,398.557764,276092.9199
1613498400,16/2/2021 18:00,BCH/USD,685.95,692.28,670,692.15,1007.401058,697272.6425
1613494800,16/2/2021 17:00,BCH/USD,676.94,693.45,676.6,686.29,1396.987353,958738.4508
1613491200,16/2/2021 16:00,BCH/USD,699.89,703.84,673.55,673.55,1699.961374,1145008.983
1613487600,16/2/2021 15:00,BCH/USD,708.83,711.09,699.84,701,830.9567114,582500.6547
1613484000,16/2/2021 14:00,BCH/USD,694.92,710.29,683.93,707.49,1241.673146,878471.3341
1613480400,16/2/2021 13:00,BCH/USD,716.51,716.51,695,696.89,1006.345575,701312.1679
1613476800,16/2/2021 12:00,BCH/USD,707.86,732.19,699.18,714.04,2525.480735,1803294.264
1613473200,16/2/2021 11:00,BCH/USD,714.02,714.02,703.89,708.7,638.4034815,452436.5474
1613469600,16/2/2021 10:00,BCH/USD,720.71,722.04,709.64,714.81,398.0569477,284535.0868
1613466000,16/2/2021 9:00,BCH/USD,719.88,725,710,722.64,546.478653,394907.3338
1613462400,16/2/2021 8:00,BCH/USD,723.5,724.47,711.57,718.45,818.515508,588062.4667
1613458800,16/2/2021 7:00,BCH/USD,713.88,725.51,710,723.52,807.919522,584545.9326
1613455200,16/2/2021 6:00,BCH/USD,719.22,722.59,702.73,714.51,1432.886089,1023811.44
1613451600,16/2/2021 5:00,BCH/USD,722.76,725.37,715.75,718.53,530.1397426,380921.3093
1613448000,16/2/2021 4:00,BCH/USD,734.52,734.52,716.3,723.28,762.5614519,551545.4469
1613444400,16/2/2021 3:00,BCH/USD,728.57,740.4,723.44,734.94,719.2675186,528618.4701
1613440800,16/2/2021 2:00,BCH/USD,727.33,745.39,725.07,728.77,716.6514091,522274.0474
1613437200,16/2/2021 1:00,BCH/USD,715.21,731.59,710,726.34,911.0590512,661738.6313
1613433600,16/2/2021 0:00,BCH/USD,717.35,720.16,687.33,714.61,1947.54504,1391735.161
1613430000,15/2/2021 23:00,BCH/USD,727.47,733.71,702.96,714.59,2401.491504,1716081.814
1613426400,15/2/2021 22:00,BCH/USD,710.73,730.97,680,729.08,2242.460337,1634932.983
1613422800,15/2/2021 21:00,BCH/USD,747.91,754.65,708.89,710.21,1960.407216,1392300.809
1613419200,15/2/2021 20:00,BCH/USD,753.2,756.25,742.99,747.02,1424.57841,1064188.564
1613415600,15/2/2021 19:00,BCH/USD,737.27,754.88,737.27,752.23,1069.243591,804317.1067
1613412000,15/2/2021 18:00,BCH/USD,758.07,759.41,737,737,1287.436375,948840.6085
1613408400,15/2/2021 17:00,BCH/USD,764.72,767.57,746.95,754.64,1160.023962,875400.4828
1613404800,15/2/2021 16:00,BCH/USD,739.23,773.32,733.98,762.28,2930.018182,2233494.26
1613401200,15/2/2021 15:00,BCH/USD,703.44,739.51,703.44,738.05,1124.151799,829680.2351
1613397600,15/2/2021 14:00,BCH/USD,719.46,725.89,700.61,704.26,1088.174573,766357.8249
1613394000,15/2/2021 13:00,BCH/USD,728.31,729.07,710.98,719.17,1457.301781,1048047.722
1613390400,15/2/2021 12:00,BCH/USD,720.24,729.99,707,728.01,1387.785117,1010321.443
1613386800,15/2/2021 11:00,BCH/USD,723.27,737.55,718.07,718.31,2323.518164,1669006.333
1613383200,15/2/2021 10:00,BCH/USD,694.96,726.17,690.66,725.55,934.570236,678077.4347
1613379600,15/2/2021 9:00,BCH/USD,690.91,696.61,678.02,695.62,753.6305124,524240.457
1613376000,15/2/2021 8:00,BCH/USD,685.01,695.06,670,691.16,1824.222438,1260829.58
1613372400,15/2/2021 7:00,BCH/USD,658.95,689.49,655.71,680,1292.039302,878586.7251
1613368800,15/2/2021 6:00,BCH/USD,653.85,667.04,653.85,659.46,1979.44079,1305362.023
1613365200,15/2/2021 5:00,BCH/USD,656.4,660.45,643.4,654.87,1939.701328,1270252.208
1613361600,15/2/2021 4:00,BCH/USD,665.4,665.43,638.1,657.88,1972.522724,1297683.25
1613358000,15/2/2021 3:00,BCH/USD,650.69,669.03,637.7,666.6,2639.86533,1759734.229
1613354400,15/2/2021 2:00,BCH/USD,693.28,705.15,600,652.99,5641.726799,3683991.182
1613350800,15/2/2021 1:00,BCH/USD,736,748.62,687.11,693.52,4166.467405,2889528.475
1613347200,15/2/2021 0:00,BCH/USD,722.16,744.4,721.72,738.41,1478.734539,1091912.371
1613343600,14/2/2021 23:00,BCH/USD,738.08,743.23,720,722.52,2648.171283,1913356.715
1613340000,14/2/2021 22:00,BCH/USD,725.94,750,718.07,738,4346.199176,3207494.992
1613336400,14/2/2021 21:00,BCH/USD,694.35,731.28,692.79,726.77,1505.288126,1093998.251
1613332800,14/2/2021 20:00,BCH/USD,683.98,699.35,679.28,697.55,492.8860954,343812.6958
1613329200,14/2/2021 19:00,BCH/USD,685.85,689.11,677.17,684.78,909.0562513,622503.5398
1613325600,14/2/2021 18:00,BCH/USD,682.23,691.15,678.97,686.35,868.6320974,596185.6401
1613322000,14/2/2021 17:00,BCH/USD,701.96,701.96,685.57,685.57,669.765743,459171.3004
1613318400,14/2/2021 16:00,BCH/USD,671.2,702.45,669.79,702.45,2705.815072,1900699.797
1613314800,14/2/2021 15:00,BCH/USD,675.48,682.17,652.17,670.42,4036.369444,2706062.802
1613311200,14/2/2021 14:00,BCH/USD,690.33,697.24,663.37,675.66,4234.974097,2861402.599
1613307600,14/2/2021 13:00,BCH/USD,706.61,716,682,687.55,2038.344449,1401463.726
1613304000,14/2/2021 12:00,BCH/USD,692.99,712.03,690.96,707.31,1530.3086,1082402.576
1613300400,14/2/2021 11:00,BCH/USD,690,696.96,680,694.47,2000.719649,1389439.774
1613296800,14/2/2021 10:00,BCH/USD,704.7,709.75,691,691.68,1739.050121,1202866.188
1613293200,14/2/2021 9:00,BCH/USD,706.43,718,704.52,704.52,2055.176028,1447912.615
1613289600,14/2/2021 8:00,BCH/USD,701.15,714.08,696.26,706.55,2547.722438,1800093.289
1613286000,14/2/2021 7:00,BCH/USD,709.77,710.28,697.9,702.13,1016.39124,713638.7814
1613282400,14/2/2021 6:00,BCH/USD,677.5,712.8,668.63,708.88,2116.559695,1500386.837
1613278800,14/2/2021 5:00,BCH/USD,691.31,700.33,674.93,677.7,823.9544059,558393.9009
1613275200,14/2/2021 4:00,BCH/USD,688.11,699.26,680.3,688.28,986.643758,679087.1658
1613271600,14/2/2021 3:00,BCH/USD,717.56,730.02,689.62,689.75,4603.637863,3175359.216
1613268000,14/2/2021 2:00,BCH/USD,690.94,727.39,690.94,717.65,2654.478025,1904986.155
1613264400,14/2/2021 1:00,BCH/USD,692.99,706.52,682.95,690.54,2411.294892,1665095.575
1613260800,14/2/2021 0:00,BCH/USD,670.23,710.85,660.88,694.29,6223.905844,4321195.589
1613257200,13/2/2021 23:00,BCH/USD,643.01,669.44,643.01,668.27,1410.206945,942398.9953
1613253600,13/2/2021 22:00,BCH/USD,640.52,648.71,637,640.64,640.1056074,410077.2563
1613250000,13/2/2021 21:00,BCH/USD,662.72,662.99,632.05,638.84,2033.532608,1299101.971
1613246400,13/2/2021 20:00,BCH/USD,651.54,669.13,646,662.76,4857.417687,3219302.146
1613242800,13/2/2021 19:00,BCH/USD,632.61,656.48,627.95,654.65,2444.876371,1600538.316
1613239200,13/2/2021 18:00,BCH/USD,635.81,643.73,626.14,631.17,2584.036872,1630966.552
1613235600,13/2/2021 17:00,BCH/USD,615.96,647.31,609,636.36,3881.26044,2469878.894
1613232000,13/2/2021 16:00,BCH/USD,597.84,621.02,586.92,618.43,3053.310117,1888258.576
1613228400,13/2/2021 15:00,BCH/USD,575,598.33,571.68,595.64,1784.516381,1062929.337
1613224800,13/2/2021 14:00,BCH/USD,564.3,575.05,560.86,575,389.6519455,224049.8686
1613221200,13/2/2021 13:00,BCH/USD,559.47,566.06,555,564.89,527.0195617,297708.0802
1613217600,13/2/2021 12:00,BCH/USD,553.47,564.36,549.06,559.77,1945.550546,1089060.829
1613214000,13/2/2021 11:00,BCH/USD,557.21,559.32,540.86,553.59,1987.817474,1100435.876
1613210400,13/2/2021 10:00,BCH/USD,572.24,572.24,555,555,897.5116928,498118.9895
1613206800,13/2/2021 9:00,BCH/USD,576.16,580.92,571.36,574.57,420.2791404,241479.7857
1613203200,13/2/2021 8:00,BCH/USD,560.78,578,559.19,576.65,912.540322,526216.3767
1613199600,13/2/2021 7:00,BCH/USD,576.5,576.5,562.73,562.93,477.832128,268986.0398
1613196000,13/2/2021 6:00,BCH/USD,577.17,577.17,566.17,576.24,592.5264415,341437.4367
1613192400,13/2/2021 5:00,BCH/USD,582.86,582.86,566.26,576.81,1075.176702,620172.6736
1613188800,13/2/2021 4:00,BCH/USD,580,583.43,576.04,582.5,417.9271813,243442.5831
1613185200,13/2/2021 3:00,BCH/USD,582.09,584.59,580.36,581.41,700.9763323,407554.6494
1613181600,13/2/2021 2:00,BCH/USD,585.51,585.51,580.46,580.93,1292.328639,750752.4764
1613178000,13/2/2021 1:00,BCH/USD,583.39,588,578.23,584.97,1089.765304,637480.0101
1613174400,13/2/2021 0:00,BCH/USD,581.06,587.78,577.82,583.64,4851.187358,2831346.99
1613170800,12/2/2021 23:00,BCH/USD,572.67,581.32,566.81,578.04,5652.097945,3267138.696
1613167200,12/2/2021 22:00,BCH/USD,557.59,574.97,555.99,572.7,696.0740137,398641.5876
1613163600,12/2/2021 21:00,BCH/USD,557.4,560.66,554.9,557.31,628.5289731,350285.482
1613160000,12/2/2021 20:00,BCH/USD,550.52,558.96,549.83,557.03,432.5896438,240965.4093
1613156400,12/2/2021 19:00,BCH/USD,551.52,553.71,546.77,549.42,734.7411181,403681.4651
1613152800,12/2/2021 18:00,BCH/USD,555.8,557,546.4,550.92,731.7769511,403150.5579
1613149200,12/2/2021 17:00,BCH/USD,550,557,548.28,555.19,708.407153,393300.5673
1613145600,12/2/2021 16:00,BCH/USD,546.19,554.14,545,550,1230.119248,676565.5864
1613142000,12/2/2021 15:00,BCH/USD,531.66,550.43,531.19,545.24,2018.648785,1100648.063
1613138400,12/2/2021 14:00,BCH/USD,554.21,554.21,523.02,531.12,2508.981574,1332570.294
1613134800,12/2/2021 13:00,BCH/USD,548,557.16,546.85,554.26,1901.148622,1053730.635
1613131200,12/2/2021 12:00,BCH/USD,543.29,548.09,537.02,547.97,315.8450844,173073.6309
1613127600,12/2/2021 11:00,BCH/USD,538.28,549,537.19,543.99,1427.292437,776432.8127
1613124000,12/2/2021 10:00,BCH/USD,538.31,541.4,535.74,537.27,236.1419698,126871.9961
1613120400,12/2/2021 9:00,BCH/USD,529.66,539,527,538.75,309.6089,166801.7949
1613116800,12/2/2021 8:00,BCH/USD,527.73,535.34,526.48,530,1259.113445,667330.1258
1613113200,12/2/2021 7:00,BCH/USD,527.61,529.12,524.17,527.02,635.6978521,335025.482
1613109600,12/2/2021 6:00,BCH/USD,526.62,528.39,519.96,527.69,533.4257824,281483.4511
1613106000,12/2/2021 5:00,BCH/USD,521.38,529.67,519.22,527.38,528.016826,278465.5137
1613102400,12/2/2021 4:00,BCH/USD,528.75,528.75,510.69,521.21,1717.578647,895219.1668
1613098800,12/2/2021 3:00,BCH/USD,535.12,537.1,527.21,529.33,905.8819412,479510.488
1613095200,12/2/2021 2:00,BCH/USD,545.93,545.93,532.53,535.54,946.3550729,506810.9958
1613091600,12/2/2021 1:00,BCH/USD,529.92,546.71,529.34,546.3,1007.408366,550347.1902
1613088000,12/2/2021 0:00,BCH/USD,531.17,538.88,530.61,532.6,1339.296843,713309.4984
1613084400,11/2/2021 23:00,BCH/USD,528.04,531.6,527.13,529.71,162.2520296,85946.52257
1613080800,11/2/2021 22:00,BCH/USD,522.19,529.14,522.19,528.59,236.7512205,125144.3276
1613077200,11/2/2021 21:00,BCH/USD,522.69,526.25,515.03,520.54,1279.483211,666022.1908
1613073600,11/2/2021 20:00,BCH/USD,528.6,535.38,520.6,521.17,1837.071586,957426.5984
1613070000,11/2/2021 19:00,BCH/USD,530.77,532.98,528.16,528.58,827.1175251,437197.7814
1613066400,11/2/2021 18:00,BCH/USD,525.25,530,523.52,529.46,432.4616352,228971.1374
1613062800,11/2/2021 17:00,BCH/USD,528.36,528.85,519.25,525.26,529.6505903,278204.2691
1613059200,11/2/2021 16:00,BCH/USD,530.58,539.86,524.05,529.67,1417.996605,751070.2619
1613055600,11/2/2021 15:00,BCH/USD,532.1,533.97,525.1,530.65,774.9527257,411228.6639
1613052000,11/2/2021 14:00,BCH/USD,528.54,534.02,528.26,531.51,1453.433055,772514.2033
1613048400,11/2/2021 13:00,BCH/USD,532,542.03,527,528.29,2040.620671,1078039.494
1613044800,11/2/2021 12:00,BCH/USD,521.01,534.17,521.01,530.19,1064.187219,564221.4219
1613041200,11/2/2021 11:00,BCH/USD,520.54,527.94,518.87,520.31,861.2174065,448100.0288
1613037600,11/2/2021 10:00,BCH/USD,513.96,521.5,513.75,519.71,559.0491619,290543.4399
1613034000,11/2/2021 9:00,BCH/USD,514.25,514.25,509.58,513.21,706.6595643,362664.755
1613030400,11/2/2021 8:00,BCH/USD,509.24,515.34,506.41,514,901.4217446,463330.7767
1613026800,11/2/2021 7:00,BCH/USD,508.64,514.37,506.91,509.25,882.3899054,449357.0593
1613023200,11/2/2021 6:00,BCH/USD,505.16,515,505.16,507.8,940.7182495,477696.7271
1613019600,11/2/2021 5:00,BCH/USD,502.71,509.19,499.06,504.92,970.7857253,490169.1284
1613016000,11/2/2021 4:00,BCH/USD,507.25,507.82,501.42,503.11,376.585001,189463.6798
1613012400,11/2/2021 3:00,BCH/USD,503.72,508.72,503.2,507.37,405.940388,205961.9746
1613008800,11/2/2021 2:00,BCH/USD,496.86,503.71,496.86,503.71,590.7134981,297548.2961
1613005200,11/2/2021 1:00,BCH/USD,496.15,500.76,491.36,496.95,413.1807949,205330.196
1613001600,11/2/2021 0:00,BCH/USD,497.01,508.02,491.04,496.3,1222.849186,606900.051
1612998000,10/2/2021 23:00,BCH/USD,497.77,500.63,495.2,495.35,385.884336,191147.8058
1612994400,10/2/2021 22:00,BCH/USD,491.38,497.81,488.18,497.81,567.3989739,282456.8832
1612990800,10/2/2021 21:00,BCH/USD,482.6,490.45,481.13,490.45,307.0456347,150590.5315
1612987200,10/2/2021 20:00,BCH/USD,490.35,490.4,480.72,481.51,269.4768468,129755.7965
1612983600,10/2/2021 19:00,BCH/USD,490.28,492.21,483.26,491.04,418.6195773,205558.9573
1612980000,10/2/2021 18:00,BCH/USD,487,490.83,484.98,490.21,517.6185186,253741.774
1612976400,10/2/2021 17:00,BCH/USD,484,490.81,480,487.64,1158.243275,564805.7508
1612972800,10/2/2021 16:00,BCH/USD,477.89,487.72,472.75,485.72,1876.295689,911354.342
1612969200,10/2/2021 15:00,BCH/USD,483.63,488,470.12,477.79,4011.345927,1916580.97
1612965600,10/2/2021 14:00,BCH/USD,492.94,501.28,482.56,484.11,1919.665339,929329.1874
1612962000,10/2/2021 13:00,BCH/USD,493.93,497.25,484.95,494.43,2065.985168,1021485.047
1612958400,10/2/2021 12:00,BCH/USD,525.72,525.72,468.17,494.76,3864.511589,1912005.754
1612954800,10/2/2021 11:00,BCH/USD,530.72,532.66,524.26,526.64,1591.789143,838299.8343
1612951200,10/2/2021 10:00,BCH/USD,517.28,540,515.56,530.47,2397.357373,1271726.166
1612947600,10/2/2021 9:00,BCH/USD,523.5,531.5,516.5,518.63,1651.041813,856279.8156
1612944000,10/2/2021 8:00,BCH/USD,523.35,528.22,515.12,522.96,1437.215389,751606.16
1612940400,10/2/2021 7:00,BCH/USD,520.6,528.28,519.68,523.27,1047.704603,548232.3876
1612936800,10/2/2021 6:00,BCH/USD,519.72,525.21,519.69,519.72,1098.727471,571030.6412
1612933200,10/2/2021 5:00,BCH/USD,514.75,522.6,511.96,519.29,1624.465461,843568.6691
1612929600,10/2/2021 4:00,BCH/USD,523.43,524.23,505.51,514.96,1824.452557,939520.0889
1612926000,10/2/2021 3:00,BCH/USD,524.45,532.22,519.79,523.79,1385.645715,725787.3691
1612922400,10/2/2021 2:00,BCH/USD,524.99,532.13,521.27,524.31,3036.410133,1592020.197
1612918800,10/2/2021 1:00,BCH/USD,512.74,526.29,507.78,523.67,1619.117116,847883.0599
1612915200,10/2/2021 0:00,BCH/USD,515.94,520.77,508.64,512.3,1605.153849,822320.3167
1612911600,9/2/2021 23:00,BCH/USD,509.74,520,503.02,516.03,1563.461079,806792.8204
1612908000,9/2/2021 22:00,BCH/USD,507.71,512.49,502.52,509.59,390.2810855,198883.3384
1612904400,9/2/2021 21:00,BCH/USD,505.69,511.66,505.01,508.49,541.2363011,275213.2468
1612900800,9/2/2021 20:00,BCH/USD,505.64,512.2,502.51,506.1,969.5016928,490664.8067
1612897200,9/2/2021 19:00,BCH/USD,506.49,507.96,502.23,505.5,1041.409992,526432.7509
1612893600,9/2/2021 18:00,BCH/USD,503.08,513.65,501.78,507.54,892.6443262,453052.7013
1612890000,9/2/2021 17:00,BCH/USD,506.78,511.31,502.17,502.8,1159.049887,582770.2832
1612886400,9/2/2021 16:00,BCH/USD,493.69,514.44,487.78,507.18,2488.078592,1261903.701
1612882800,9/2/2021 15:00,BCH/USD,489.81,497,487.15,493.02,952.7369745,469718.3832
1612879200,9/2/2021 14:00,BCH/USD,481.15,490.79,479.46,490.79,2036.636476,999560.8158
1612875600,9/2/2021 13:00,BCH/USD,478.89,482.09,473.56,481.07,778.9316959,374720.671
1612872000,9/2/2021 12:00,BCH/USD,486.26,490.51,476.09,479.27,1146.869648,549660.2164
1612868400,9/2/2021 11:00,BCH/USD,477.36,488.07,477.36,487.23,660.4141534,321773.588
1612864800,9/2/2021 10:00,BCH/USD,487.48,489.53,475.82,477.42,1433.786004,684518.114
1612861200,9/2/2021 9:00,BCH/USD,499.34,499.57,482.41,487.75,1220.090432,595099.1084
1612857600,9/2/2021 8:00,BCH/USD,498.09,500.03,493.76,499.01,897.9617225,448091.8792
1612854000,9/2/2021 7:00,BCH/USD,503.62,503.62,494.09,496.6,613.9962216,304910.5237
1612850400,9/2/2021 6:00,BCH/USD,498.47,503,493.99,503,813.6912274,409286.6874
1612846800,9/2/2021 5:00,BCH/USD,502.47,502.48,493.59,498.6,1146.212194,571501.4
1612843200,9/2/2021 4:00,BCH/USD,494.06,509.21,493.75,501.92,2063.471488,1035697.609
1612839600,9/2/2021 3:00,BCH/USD,482.41,496.65,479.81,492.58,781.3022755,384853.8749
1612836000,9/2/2021 2:00,BCH/USD,482.16,484.06,474.31,481.74,503.2082368,242415.536
1612832400,9/2/2021 1:00,BCH/USD,492.82,492.82,480.03,482.07,1311.253347,632115.9008
1612828800,9/2/2021 0:00,BCH/USD,485.44,493.45,482.38,493.41,1519.863243,749915.7225
1612825200,8/2/2021 23:00,BCH/USD,478.73,488.9,477.27,484.33,1228.289416,594897.4127
1612821600,8/2/2021 22:00,BCH/USD,476.86,481.05,473.79,479,939.039736,449800.0336
1612818000,8/2/2021 21:00,BCH/USD,476.99,478.09,474.71,476.27,539.862586,257120.3538
1612814400,8/2/2021 20:00,BCH/USD,474.83,479.29,473.97,477,892.6453888,425791.8505
1612810800,8/2/2021 19:00,BCH/USD,471.55,475.28,471.02,475.28,429.921221,204332.9579
1612807200,8/2/2021 18:00,BCH/USD,472.08,475.7,469.59,471.18,1285.995393,605935.3093
1612803600,8/2/2021 17:00,BCH/USD,469.02,474.16,466.24,472.34,808.8761247,382064.5488
1612800000,8/2/2021 16:00,BCH/USD,477.66,484.73,467.93,468.55,1077.970854,505083.2435
1612796400,8/2/2021 15:00,BCH/USD,471.53,479.74,469.04,475.39,1211.233968,575808.5163
1612792800,8/2/2021 14:00,BCH/USD,468.26,476.32,468.26,471.93,2210.164644,1043043
1612789200,8/2/2021 13:00,BCH/USD,467.96,474.23,460.13,468.34,3707.495379,1736368.386
1612785600,8/2/2021 12:00,BCH/USD,454.89,467.96,450.66,467.57,1844.46111,862414.6813
1612782000,8/2/2021 11:00,BCH/USD,452.89,459.22,452.38,454.99,760.8359009,346172.7265
1612778400,8/2/2021 10:00,BCH/USD,448.23,455,448.23,452.86,853.2538067,386404.5189
1612774800,8/2/2021 9:00,BCH/USD,449.13,451.71,448,448,292.7574793,131155.3507
1612771200,8/2/2021 8:00,BCH/USD,451.06,451.06,447.48,448.17,302.9696829,135781.9228
1612767600,8/2/2021 7:00,BCH/USD,449.62,452.68,447.97,450.88,183.7436724,82846.347
1612764000,8/2/2021 6:00,BCH/USD,447.77,451.77,447.77,449.09,351.564465,157884.0856
1612760400,8/2/2021 5:00,BCH/USD,447.55,448.69,444.84,447.33,155.2891772,69465.50761
1612756800,8/2/2021 4:00,BCH/USD,439.96,447.98,439.95,447.1,179.4407484,80227.95861
1612753200,8/2/2021 3:00,BCH/USD,438.62,442.27,438.04,440.12,556.7664653,245044.0567
1612749600,8/2/2021 2:00,BCH/USD,443.98,445.9,437.26,438.34,341.2266522,149573.2907
1612746000,8/2/2021 1:00,BCH/USD,446.22,449.26,442.01,444.2,296.4786313,131695.808
1612742400,8/2/2021 0:00,BCH/USD,445.91,450.97,444.06,446.05,452.2012793,201704.3806
1612738800,7/2/2021 23:00,BCH/USD,444.44,447.7,444.44,446.39,289.434999,129200.8892
1612735200,7/2/2021 22:00,BCH/USD,444.01,444.46,440.03,443.71,221.7372502,98387.0353
1612731600,7/2/2021 21:00,BCH/USD,443.17,444.24,442.45,443.76,125.4649437,55676.32342
1612728000,7/2/2021 20:00,BCH/USD,441.83,443.34,439.28,443.34,253.4563103,112367.3206
1612724400,7/2/2021 19:00,BCH/USD,445.1,445.66,441.4,441.4,345.0941518,152324.5586
1612720800,7/2/2021 18:00,BCH/USD,441.12,445.89,439.08,445,594.7099825,264645.9422
1612717200,7/2/2021 17:00,BCH/USD,441.98,445.61,437,439.84,396.8589022,174554.4195
1612713600,7/2/2021 16:00,BCH/USD,438.93,443.34,429.68,443.34,1505.980815,667661.5346
1612710000,7/2/2021 15:00,BCH/USD,452,454.95,436,440.01,3319.678521,1460691.746
1612706400,7/2/2021 14:00,BCH/USD,456.99,457.54,449.23,452.08,2731.008899,1234634.503
1612702800,7/2/2021 13:00,BCH/USD,458.62,464.31,452.81,458.49,880.7018872,403793.0083
1612699200,7/2/2021 12:00,BCH/USD,456.21,461.71,450.19,457.1,586.1474168,267927.9842
1612695600,7/2/2021 11:00,BCH/USD,458.75,458.75,453.34,456.44,255.1576196,116464.1439
1612692000,7/2/2021 10:00,BCH/USD,456.46,460.36,456.07,459.57,334.4592552,153707.4399
1612688400,7/2/2021 9:00,BCH/USD,456.45,458.15,454.84,454.85,239.0388575,108726.8243
1612684800,7/2/2021 8:00,BCH/USD,456.29,459.27,454.11,457.55,346.6241018,158597.8578
1612681200,7/2/2021 7:00,BCH/USD,447.36,459.33,447.36,456.32,634.2740337,289431.9271
1612677600,7/2/2021 6:00,BCH/USD,445.88,448.8,443.12,447.42,1269.743484,568108.6294
1612674000,7/2/2021 5:00,BCH/USD,445.86,447,442.06,446.09,953.6465368,425412.1836
1612670400,7/2/2021 4:00,BCH/USD,448.81,451.08,441.01,446.31,2567.725134,1146001.405
1612666800,7/2/2021 3:00,BCH/USD,450.25,451.81,446.02,448.22,1336.374086,598989.5928
1612663200,7/2/2021 2:00,BCH/USD,448.6,451.59,443,450.23,1597.898676,719421.9207
1612659600,7/2/2021 1:00,BCH/USD,459.86,460.99,447.7,449.63,1232.018384,553952.4262
1612656000,7/2/2021 0:00,BCH/USD,458.17,464.39,455.92,460.2,826.9400638,380557.8174
1612652400,6/2/2021 23:00,BCH/USD,461.57,461.81,455.35,459.54,694.4033579,319106.1191
1612648800,6/2/2021 22:00,BCH/USD,464.84,467.64,462.02,462.04,526.743006,243376.3385
1612645200,6/2/2021 21:00,BCH/USD,464.09,466.1,463.52,465.09,379.3550757,176434.2521
1612641600,6/2/2021 20:00,BCH/USD,467.1,467.1,458.69,463.15,1107.913392,513130.0875
1612638000,6/2/2021 19:00,BCH/USD,465.26,467.27,460.52,467.1,944.0615417,440971.1461
1612634400,6/2/2021 18:00,BCH/USD,468.74,471.18,464.76,465.08,666.2146174,309843.0942
1612630800,6/2/2021 17:00,BCH/USD,475.91,476.29,467.2,467.2,817.8386633,382094.2235
1612627200,6/2/2021 16:00,BCH/USD,479.29,484.02,475.36,475.71,1168.07409,555664.5256
1612623600,6/2/2021 15:00,BCH/USD,479.69,481.56,472.83,479.02,494.8181272,237027.7793
1612620000,6/2/2021 14:00,BCH/USD,481.88,484.24,476.49,480.52,384.917088,184960.3591
1612616400,6/2/2021 13:00,BCH/USD,472.52,483.72,472.52,481.76,893.3195691,430365.6356
1612612800,6/2/2021 12:00,BCH/USD,479.14,481.27,472.11,473,787.1633799,372328.2787
1612609200,6/2/2021 11:00,BCH/USD,482.7,488.12,479.74,479.91,1136.401025,545370.2158
1612605600,6/2/2021 10:00,BCH/USD,487.33,487.45,477.86,482.98,1142.952564,552023.2295
